name,batch,industry,region,one_liner,website,status,team_size
PartnerHQ,W24,"B2B, Sales",,A marketplace for B2B businesses to buy warm intros.,https://trypartnerhq.com,Active,4
atopile,W24,"B2B, Engineering, Product and Design",,We make tools to design electronics circuit boards with code,http://atopile.io,Active,5
Blume Benefits,W24,"Fintech, Insurance",,The AI copilot for health insurance brokers.,https://www.blumebenefits.com/,Active,3
Copper Health,W24,"Healthcare, Healthcare IT",,Modern patient engagement and remote therapeutic monitoring platform,https://www.copperhealth.co/,Active,2
SynsoryBio,W24,"Healthcare, Therapeutics",,"""If-then"" conditional logic for protein drugs",https://www.synsorybio.com/,Active,2
Yoneda Labs,W24,B2B,,Foundation Model for Chemical Manufacturing,https://www.yonedalabs.com,Active,3
TokenOwl,W24,Fintech,,AI portfolio tools for the next generation of finance,https://tokenowl.ai,Active,2
Verse Therapy,W24,"Healthcare, Healthcare IT",,Connecting All Ages with Speech Language Pathologists,https://versetherapy.com,Active,3
Topo,W24,"B2B, Sales",,AI Agents for outbound working by your side,https://www.topo.io/,Active,12
Trellis AI,W24,B2B,,AI for streamlining healthcare paperwork,https://runtrellis.com/,Active,25
Ecliptor,W24,"B2B, Sales",,AI and Embeddings.,https://ecliptor.ai,Active,2
Greenboard,W24,Fintech,,Modern OS for the financial back office.,https://www.greenboard.com,Active,26
Eggnog,W24,Consumer,,Youtube for AI-generated content,https://www.eggnog.ai,Active,2
Simplex,S24,"B2B, Engineering, Product and Design",,Production-grade web agents.,https://simplex.sh,Active,2
Artisan,W24,B2B,,"AI employees called Artisans, starting with an AI BDR",https://artisan.co/?utm_source=ycombinator,Active,37
Octolane AI,W24,"B2B, Sales",,Self-Driving AI CRM,https://www.octolane.com,Active,5
SuretyNow,W24,"Fintech, Insurance",,The Modern Surety Bond Platform,https://suretynow.com/,Active,4
ROE,W24,"B2B, Infrastructure",,AI for risk and compliance,https://getroe.ai,Active,9
FurtherAI,W24,B2B,,AI Workforce for the Insurance Industry,https://www.furtherai.com/,Active,8
Arini,W24,"Healthcare, Healthcare IT",,AI receptionist for dentists,https://www.arini.ai,Active,17
Paradigm,W24,B2B,,A reimagined workspace with AI at its core,https://www.paradigmai.com/,Active,8
PointOne,W24,"B2B, Infrastructure",,AI Time Platform for Law Firms,https://pointone.com/,Active,15
Patchwork,W24,"B2B, Productivity",,Your team’s AI powered communication tool,https://atpatchwork.com/,Active,2
Avery,W24,"Real Estate and Construction, Housing and Real Estate",,AI Contact Center for Residential Property Managers,https://callavery.com,Active,3
Wavelength,W24,"B2B, Operations",,Build Magical Customer Experiences,https://wavelength.cx/,Active,3
MathDash,W24,Education,,Learning Platform for Math Competitions,https://mathdash.com,Active,2
Leaping,W24,"B2B, Engineering, Product and Design",,Automate bug resolution,https://www.leaping.io/,Active,2
Basalt,W24,"Industrials, Aviation and Space",,Constellations as a Service,https://basalt.space/,Active,5
Carousel Technologies,W24,"B2B, Finance and Accounting",,AI Assistant for Excel,https://usecarousel.com,Active,4
Agentic Labs,W24,"B2B, Engineering, Product and Design",,AI system design tools for dev teams,https://agenticlabs.com,Active,2
Pivot Robotics,W24,"Industrials, Manufacturing and Robotics",,AI for Robot Arms in Factories,https://pivotrobotics.com,Active,6
Aidy,W24,"Healthcare, Consumer Health and Wellness",,Mobile app helping people better manage chronic health conditions,https://www.aidyhq.com/,Active,2
DGI Apparel,W24,"B2B, Supply Chain and Logistics",,Expedia for ordering blank apparel,https://www.dgiapparel.com/,Active,4
Buster,W24,"B2B, Analytics",,AI platform for analytics engineering,http://buster.so,Active,4
Garage,W24,B2B,,Building the marketplace that powers America’s most essential assets,https://www.shopgarage.com/,Active,20
Mango Health,W24,Healthcare,,AI Therapy for OCD,https://themangohealth.com,Active,2
"Argon AI, Inc.",W24,Healthcare,,AI for Pharma Intelligence,https://www.argon-ai.com/,Active,2
nCompass Technologies,W24,"B2B, Engineering, Product and Design",,Optimize performance on GPUs - 10x faster,https://www.ncompass.tech,Active,3
Lumen Payments,W24,Fintech,,Fastest way to implement payments in your product.,https://getlumen.dev,Active,2
Alex,W24,"B2B, Recruiting and Talent",,Your AI recruiter for interviewing and identifying the best talent,https://alex.com,Active,30
malibou,W24,"B2B, Human Resources",,the first all-in-one payroll and HR software for French SMBs,https://www.malibou.co,Active,2
Quary,W24,"B2B, Analytics",,The first in-browser analytics engineering platform,https://www.quary.dev,Active,2
Newton,W24,B2B,,AI-powered phone platform for dentists,https://joinnewton.com,Active,4
Tile,W24,"B2B, Analytics",,AI-first notebook for building operational data apps,https://tile.sh,Active,2
Tuesday Lab,W24,"Consumer, Consumer Electronics",,Delightful robots,https://www.tuesdaylab.com,Active,5
Momentic,W24,"B2B, Engineering, Product and Design",,The AI-native automated testing platform,https://momentic.ai,Active,12
Reducto,W24,"B2B, Engineering, Product and Design",,The most accurate API to parse documents,https://reducto.ai,Active,30
Andon Labs,W24,"B2B, Engineering, Product and Design",,Autonomous organizations without humans in the loop,https://andonlabs.com/,Active,8
Maia,W24,"Healthcare, Consumer Health and Wellness",,AI relationship app that keeps couples together,https://www.ourmaia.com/,Active,2
Poka Labs,S24,"B2B, Supply Chain and Logistics",,The modern operating system for chemical manufacturing.,https://www.pokalabs.com/,Active,3
Nuanced,W24,B2B,,Nuanced makes AI coding agents and tools smarter with static analysis.,https://www.nuanced.dev/,Active,2
Precip,W24,B2B,,High precision AI weather models,https://precip.ai,Active,3
Tracecat,W24,"B2B, Productivity",,Automate work with secure AI agents,https://tracecat.com,Active,
Kabilah,W24,Healthcare,,Pioneering Generative AI for Nursing,https://www.kabilah.com,Active,
Sonia,W24,"Healthcare, Consumer Health and Wellness",,AI Therapy,https://soniahealth.com,Active,6
Maihem,W24,"Industrials, Manufacturing and Robotics",,Adaptive AI welding robots for manufacturers of any scale,https://www.maihem.com,Active,3
ion design,W24,"B2B, Engineering, Product and Design",,AI that creates & tests 100s of landing pages for your product,https://www.ion.design/,Active,3
Duckie,W24,"B2B, Engineering, Product and Design",,Build AI Support Agents in Minutes,https://duckie.ai/,Active,4
Happenstance,W24,Consumer,,People search powered by AI,https://happenstance.ai,Active,3
Ubicloud,W24,"B2B, Infrastructure",,Open source alternative to AWS,https://www.ubicloud.com,Active,15
Greptile,W24,"B2B, Engineering, Product and Design",,AI code review agent with complete context of your codebase,https://www.greptile.com,Active,20
Cora,W24,Consumer,,AI Fitness Coach,https://www.corahealth.app/download,Active,3
Stitch Technologies,W24,"B2B, Engineering, Product and Design",,-,https://www.stitch.tech,Active,
ego,W24,Consumer,,"Character AI + Roblox :persistent, sapient AI characters in 3D worlds",https://egoai.com,Active,9
Legora (formerly Leya),W24,"B2B, Legal",,The AI workspace for lawyers,https://www.legora.com/,Active,65
Scritch,W24,Healthcare,,AI operating system for veterinary care,https://www.scritchai.com,Active,
RadMate AI,W24,Healthcare,,Copilot for radiologists,https://www.radmate.ai,Active,2
OpenPipe,S23,"B2B, Engineering, Product and Design",,Turn expensive prompts into cheap fine-tuned models,https://openpipe.ai/,Active,2
Tesseral,W24,B2B,,The open source platform for managing identity in business software,https://tesseral.com,Active,5
Relari,W24,B2B,,AI Agent Builder for Software 3.0,https://www.nuvi.dev/,Active,2
DryMerge,W24,B2B,,AI that updates your CRM for you,https://www.drymerge.com,Active,4
Navier AI,W24,"Industrials, Aviation and Space",,Agent-Driven Engineering,http://navier.ai,Active,7
Upsolve AI,W24,"B2B, Analytics",,Embed GenBI in Your SaaS App,https://upsolve.ai/,Active,5
Event Horizon Labs,W24,"Fintech, Asset Management",,AI-native hedge fund using agents to automate quant research—at scale,https://www.ehl.markets/,Active,4
Gumloop,W24,B2B,,A no-code platform for creating agents and automating workflows with…,https://www.gumloop.com/,Active,25
Driver,W24,B2B,,Context for Codebases,https://www.driver.ai/,Active,15
Lantern,W24,B2B,,Postgres vector database extension to build AI applications,http://lantern.dev,Active,3
Onyx,W24,"B2B, Productivity",,Open Source AI Chat,https://www.onyx.app/,Active,20
Flex,S23,"Fintech, Payments",,Stripe for HSA/FSA payments,https://www.withflex.com/shop,Active,8
Goldbridge,F25,"Real Estate and Construction, Housing and Real Estate",,Ramp for Real Estate,https://www.goldbridgebanking.com/,Active,3
Letterbook,S23,Consumer,,AI-native customer support platform,https://www.letterbook.ai/,Active,2
Healthtech 1,S23,"Healthcare, Healthcare IT",,Automating repetitive processes in healthcare,https://www.healthtech1.uk/,Active,28
Feanix Biotechnologies,S23,"Industrials, Agriculture",,Farm Genetics Made Easy - Using DNA and Software,https://www.feanixbio.com/,Active,5
Orbio Earth,S23,"B2B, Analytics",,Tracking methane emissions with satellites,https://www.orbio.earth/,Active,6
CodeStory,S23,"B2B, Engineering, Product and Design",,"Aide is an AI-native , privacy-first IDE built on top of VSCode",https://aide.dev,Active,4
jo,W24,Consumer,,A new personal AI that actually knows you.,https://askjo.ai,Active,2
Catamaran,S23,"Fintech, Insurance",,The AI-powered risk decision platform,https://www.trycatamaran.com,Active,5
Coba,S23,Fintech,,Dual Currency Accounts For LatAm,https://www.coba.ai,Active,9
Cembla,S23,"B2B, Legal",,AI for legal & government,https://cembla.com,Active,2
Tempo,S23,"B2B, Engineering, Product and Design",,"Visual Editor for React, powered by AI",https://www.tempo.new,Active,8
Oversteer,S23,B2B,,The most reliable browser agent for any web task,https://oversteer.dev,Active,1
Autotab,S23,"B2B, Productivity",,AI agents reliable enough to do real work,https://autotab.com,Active,2
Cognitio Labs,S23,Healthcare,,"AI for Contract Audits, Negotiation & Payment Compliance",https://www.flairhealth.com,Active,
Olio Labs,S23,"Healthcare, Drug Discovery and Delivery",,Combination therapeutics for the world's toughest diseases,https://oliolabs.co/,Active,5
truemetrics,S23,"B2B, Supply Chain and Logistics",,We show couriers where to park and enter a building.,https://www.truemetrics.io/,Active,5
Onward,S23,"B2B, Productivity",,Intelligent meeting automation for ambitious teams.,https://www.ycombinator.com/companies/onward,Active,
Glide,S23,"B2B, Infrastructure",,"Crypto Deposits, Wallet Funding, and Pay-with-crypto Infra",https://buildwithglide.com,Active,2
Wattson Health,S23,"Healthcare, Healthcare IT",,AI Voice and SMS Agents for Healthcare,https://www.wattsonhealth.com,Active,3
Constructable,S23,"Real Estate and Construction, Construction",,Building the next Procore,https://www.constructable.ai/,Active,6
Morph,S23,"B2B, Infrastructure",,Subagents and tools that improve coding agents,https://morphllm.com,Active,3
Nowadays,S23,"B2B, Operations",,AI co-pilot for corporate retreat and event planning,http://nowadays.ai/,Active,5
Waldium,S23,"B2B, Engineering, Product and Design",,The publishing layer for the AI-native web,https://www.waldium.com/,Active,5
Twine,S23,"B2B, Sales",,AI text message receptionist for SMBs,http://www.usetwine.com,Active,3
Mocha,S23,"B2B, Infrastructure",,Build and publish web apps in minutes. No coding required.,https://getmocha.com,Active,7
Simbie AI,S23,Healthcare,,We get patients to their next appointment,http://www.simbie.ai,Active,5
Foundation,S23,"Real Estate and Construction, Housing and Real Estate",,Shopify for Homebuilders,https://buildwithfoundation.com/,Active,4
AiSDR,S23,"B2B, Sales",,AI sales prospecting. Replace your SDR with AiSDR,https://aisdr.com/,Active,5
Giga,S23,"B2B, Engineering, Product and Design",,AI Support Agent for Enterprises.,https://giga.ai/,Active,30
Saatvy,S23,"Healthcare, Consumer Health and Wellness",,Root cause help for chronic conditions,https://saatvy.com,Active,1
Affinity,S23,B2B,,A compliance training platform built for regulated industries.,https://itsaffinity.com,Active,2
FlowiseAI,S23,"B2B, Engineering, Product and Design",,Open source GenAI development platform,https://flowiseai.com,Active,5
Shadeform,S23,"B2B, Engineering, Product and Design",,The GPU Cloud Marketplace,https://www.shadeform.ai/,Active,6
Inconvo,S23,"B2B, Engineering, Product and Design",,Build chat-with-data agents for customer-facing applications,https://inconvo.com,Active,2
Kips Health,S23,"Healthcare, Consumer Health and Wellness",,The only patient engagement software that pays you.,https://www.ycombinator.com/companies/kips-health,Active,2
Cargo,S23,"B2B, Sales",,Build your GTM workforce,https://getcargo.io,Active,6
CheqUPI,S23,Fintech,,India's first UPI wallet for foreign nationals and NRIs,https://www.cheq.money,Active,15
Roame,S23,"Consumer, Travel, Leisure and Tourism",,Flight search engine using credit card points and miles,https://roame.travel/,Active,2
dili,S23,"B2B, Finance and Accounting",,Automating PWA Compliance and Diligence,https://www.dili.ai,Active,5
Webhound,S23,Consumer,,Long-horizon research agents,https://webhound.ai,Active,2
Trayd,S23,"B2B, Finance and Accounting",,A construction payroll platform designed for same-day pay.,https://www.buildtrayd.com/,Active,4
Line.Build,S23,B2B,,Incentives and financing for energy efficiency upgrades,https://www.line.build/,Active,3
Cair Health,S23,"Healthcare, Healthcare IT",,Predictive analytics and automation for medical claims,https://www.cairhealth.com/,Active,6
ParadeDB,S23,B2B,,"Simple, Elastic-quality search for Postgres",https://paradedb.com,Active,9
Eden Care,S23,"Fintech, Insurance",,Digital health insurance for employers in Africa,https://www.edencaremedical.com/,Active,28
Quill Bills,S23,"Healthcare, Healthcare IT",,AI-Powered Medical Billing,https://quillbills.com,Active,3
Strada,S23,B2B,,Phone AI agents for insurance,https://www.getstrada.com/,Active,10
Minded,S23,B2B,,Cursor for AI Agents,https://www.minded.com/,Active,2
Smobi,S23,"B2B, Marketing",,Send texts your customers actually want over RCS,https://smobi.com/,Active,4
Tiptap,S23,"B2B, Engineering, Product and Design",,Developer toolkit for building collaborative apps.,https://tiptap.dev/,Active,16
RecipeUI,S23,"B2B, Engineering, Product and Design",,The open source Postman alternative.,https://recipeui.com,Active,2
Fiber AI,S23,B2B,,"The freshest data APIs for AI sales, recruiting, & growth products",https://www.fiber.ai/apis,Active,8
Terracotta AI,S23,"B2B, Infrastructure",,AI-powered Infrastructure as Code PR reviews,https://tryterracotta.com,Active,3
Certainly Health,S23,Healthcare,,Marketplace to book doctors and avoid surprise bills,https://certainlyhealth.com,Active,2
Cedalio,S23,B2B,,Turn your utility bills into smart decisions with AI,https://cedalio.com/,Active,6
HappyRobot,S23,"B2B, Supply Chain and Logistics",,Intelligence that runs your operations.,https://happyrobot.ai,Active,80
Pure,S23,Consumer,,Marketplace for Rare Coins & Precious Metals,https://www.collectpure.com/,Active,10
Nanograb,S23,"Healthcare, Drug Discovery and Delivery",,AI-generated binders for targeted drug delivery,https://nanograb.com,Active,5
Elythea,S23,Healthcare,,ML to predict and prevent pregnancy complications,https://elythea.org/,Active,2
Movley,S23,"B2B, Supply Chain and Logistics",,Your e-commerce brand's product quality control department.,https://movley.com/,Active,8
Santé,S23,"B2B, Retail",,All-in-one POS for liquor stores,https://santehq.com/,Active,10
Langdock,S23,"B2B, Productivity",,The all-in-one AI platform for companies.,https://langdock.com,Active,22
Inventive AI,S23,"B2B, Sales",,AI Agents For RFP and Questionnaire Response Automation,https://www.inventive.ai/,Active,12
SyntheticFi,S23,"Fintech, Asset Management",,Low cost securities-backed lending for financial advisors and HNWI,https://www.syntheticfi.com/,Active,10
Fragment,S23,"B2B, Operations",,Turn manual operations into scalable processes,https://checkfragment.com,Active,2
Sendblue,S23,"B2B, Sales",,iMessage for Sales,https://www.sendblue.com,Active,50
sudocode,S23,"B2B, Engineering, Product and Design",,orchestrate your coding agents with sudocode,https://sudocode.ai,Active,2
Sweep,S23,"B2B, Engineering, Product and Design",,The best AI coding assistant for JetBrains,https://sweep.dev/,Active,4
Silimate,S23,"B2B, Engineering, Product and Design",,The copilot for chip designers,https://www.silimate.com,Active,8
Andromeda Surgical,S23,"Healthcare, Medical Devices",,Autonomous surgical robots,http://www.andromedasurgical.com,Active,10
Inari,S23,"B2B, Engineering, Product and Design",,Your junior AI product manager,https://useinari.com,Active,2
Roundtable,S23,"B2B, Security",,Proof of Human - invisible human verification,https://roundtable.ai,Active,4
Chatter,S23,B2B,,Dead simple LLM testing and iteration,https://www.trychatter.ai/,Active,2
DisputeNinja,S23,B2B,,Automate your chargebacks with AI agents,https://www.disputeninja.ai,Active,2
Envelope,S23,"Fintech, Consumer Finance",,Banking with built-in budgeting,https://envelopebudgeting.com/,Active,2
VectorShift,S23,"B2B, Infrastructure",,No-Code Generative AI Automations Platform,https://www.vectorshift.ai,Active,16
SafetyKit,S23,B2B,,"AI agents for risk, compliance, and safety",https://www.safetykit.com/,Active,10
Baserun,S23,"B2B, Engineering, Product and Design",,Observability and evaluation platform for LLM apps.,https://baserun.ai,Active,2
Automorphic,S23,B2B,,Infuse knowledge into language models with just 10 samples,https://automorphic.ai/,Active,3
Read Bean,S23,Consumer,,"Learn language with real-world content, at your level",https://readbean.app/,Active,3
Sola,S23,B2B,,Copilot for Robotic Process Automation,https://www.sola-solutions.com/,Active,5
Vango AI,S23,"B2B, Engineering, Product and Design",,Development platform that makes it 10x easier to improve visual models,https://vango.ai/,Active,2
